env_type,distance_m,num_walls,has_metal,frequency_mhz,ant_0_rssi_dbm,ant_1_rssi_dbm,ant_2_rssi_dbm,best_ant
indoor,41.615,3,0,915.0,-92.473,-88.5,-92.434,1
urban,32.534,0,0,915.0,-68.76,-72.252,-71.228,0
urban,155.835,0,0,2400.0,-87.634,-86.594,-93.082,1
urban,55.468,0,0,915.0,-81.864,-82.818,-77.942,2
urban,20.368,0,0,2400.0,-64.745,-63.46,-66.948,1
urban,114.319,0,0,2400.0,-84.602,-86.025,-85.607,0
indoor,65.628,0,0,915.0,-86.724,-87.094,-94.156,0
urban,54.274,0,0,915.0,-80.557,-81.797,-77.806,2
rural,65.729,0,0,915.0,-71.038,-71.486,-65.098,2
indoor,139.714,2,1,915.0,-111.653,-111.916,-109.733,2
indoor,131.473,0,0,915.0,-101.112,-95.23,-99.346,1
indoor,24.745,2,0,2400.0,-75.005,-77.112,-83.86,0
indoor,102.986,4,0,2400.0,-100.723,-106.143,-107.958,0
indoor,165.88,0,0,2400.0,-95.99,-96.147,-102.919,0
urban,103.131,0,0,915.0,-87.078,-86.403,-90.077,1
indoor,47.334,0,0,2400.0,-77.419,-83.321,-79.809,0
urban,130.156,0,1,915.0,-97.759,-91.834,-99.764,1
urban,198.857,0,0,915.0,-98.67,-96.645,-94.971,2
indoor,41.922,2,1,2400.0,-93.306,-94.116,-95.506,0
rural,27.028,0,0,2400.0,-60.915,-58.097,-50.925,2
indoor,76.922,2,0,915.0,-97.482,-93.784,-97.164,1
indoor,65.865,1,0,915.0,-88.628,-92.503,-90.533,0
indoor,66.771,0,0,915.0,-87.976,-85.587,-91.464,1
urban,101.416,0,0,2400.0,-82.727,-82.815,-86.139,0
indoor,131.127,0,0,915.0,-96.542,-94.734,-97.238,1
rural,10.757,0,0,915.0,-54.827,-54.173,-54.833,1
indoor,127.517,0,1,2400.0,-100.629,-102.765,-100.683,0
urban,132.94,0,0,2400.0,-85.346,-90.632,-83.828,2
rural,59.391,0,0,915.0,-68.847,-68.86,-65.818,2
urban,167.862,0,1,2400.0,-91.59,-95.141,-93.88,0
urban,10.845,0,0,915.0,-59.042,-59.681,-59.168,0
indoor,100.733,2,1,2400.0,-103.236,-104.502,-105.938,0
urban,9.36,0,0,915.0,-56.469,-55.014,-59.364,1
indoor,186.556,1,0,2400.0,-98.788,-98.899,-102.456,0
indoor,32.926,2,0,2400.0,-81.222,-81.484,-82.884,0
indoor,5.845,1,0,2400.0,-53.608,-56.995,-54.632,0
indoor,137.812,1,1,2400.0,-97.668,-101.758,-101.328,0
rural,91.136,0,0,915.0,-72.8,-77.445,-70.737,2
urban,158.281,0,0,2400.0,-84.89,-92.283,-88.495,0
rural,30.37,0,1,915.0,-71.918,-70.829,-66.02,2
urban,57.868,0,0,2400.0,-77.61,-74.67,-78.277,1
rural,57.434,0,0,2400.0,-64.013,-67.337,-59.365,2
rural,20.495,0,0,2400.0,-55.152,-53.097,-53.089,2
urban,115.032,0,0,2400.0,-80.146,-83.978,-87.225,0
indoor,152.891,1,0,2400.0,-101.017,-97.162,-100.578,1
urban,54.128,0,0,915.0,-81.488,-78.721,-79.762,1
indoor,107.382,1,0,915.0,-95.606,-100.248,-100.57,0
indoor,123.137,2,0,2400.0,-93.425,-100.99,-103.241,0
indoor,79.608,2,0,2400.0,-94.483,-95.473,-92.465,2
indoor,150.152,1,0,915.0,-100.761,-102.232,-99.46,2
urban,85.372,0,0,2400.0,-79.633,-83.494,-82.585,0
rural,71.579,0,0,2400.0,-67.071,-69.188,-66.921,2
urban,85.659,0,0,2400.0,-80.222,-81.702,-82.076,0
urban,121.458,0,1,915.0,-89.029,-96.506,-98.533,0
urban,78.333,0,0,915.0,-84.906,-85.653,-86.35,0
indoor,22.486,0,0,915.0,-68.494,-71.575,-73.534,0
indoor,24.715,0,0,915.0,-75.522,-75.278,-78.683,1
indoor,197.94,2,0,915.0,-109.925,-113.428,-106.703,2
rural,15.551,0,0,2400.0,-56.4,-54.336,-52.565,2
indoor,49.445,0,0,2400.0,-80.942,-83.151,-83.349,0
urban,192.28,0,0,915.0,-94.941,-93.747,-96.79,1
indoor,125.448,1,0,2400.0,-95.058,-101.235,-94.546,2
urban,144.856,0,1,915.0,-98.898,-95.131,-99.02,1
urban,97.736,0,0,915.0,-86.691,-79.97,-87.691,1
indoor,138.38,2,0,915.0,-105.336,-106.672,-103.927,2
indoor,7.986,0,0,915.0,-62.757,-51.826,-56.097,1
indoor,160.275,0,0,2400.0,-98.726,-97.618,-93.83,2
indoor,167.309,2,0,2400.0,-102.028,-103.07,-106.34,0
rural,40.501,0,0,915.0,-65.416,-62.788,-66.48,1
urban,160.018,0,0,2400.0,-85.197,-87.433,-94.689,0
indoor,60.397,2,0,2400.0,-89.723,-91.849,-91.989,0
rural,31.095,0,0,915.0,-60.28,-62.903,-60.258,2
urban,181.906,0,0,915.0,-95.122,-91.102,-93.981,1
indoor,5.54,0,0,915.0,-55.582,-54.604,-56.779,1
indoor,93.916,0,1,915.0,-99.639,-93.739,-97.89,1
indoor,24.579,1,0,2400.0,-77.388,-77.61,-78.348,0
indoor,119.61,0,0,2400.0,-87.761,-94.779,-93.203,0
indoor,195.705,0,0,2400.0,-98.043,-95.206,-94.962,2
indoor,82.442,1,0,915.0,-93.99,-93.215,-95.661,1
indoor,178.498,3,0,2400.0,-105.824,-106.236,-110.819,0
urban,122.74,0,0,915.0,-87.885,-90.392,-88.013,0
indoor,116.906,1,0,915.0,-106.009,-101.469,-96.696,2
urban,130.921,0,0,915.0,-94.49,-86.738,-88.769,1
indoor,23.806,0,0,2400.0,-70.999,-69.869,-70.821,1
rural,46.54,0,1,2400.0,-70.328,-69.775,-68.886,2
urban,50.22,0,0,915.0,-82.54,-76.947,-79.848,1
rural,72.878,0,0,915.0,-72.389,-72.832,-65.46,2
urban,126.953,0,0,915.0,-91.211,-88.576,-93.794,1
rural,45.081,0,0,915.0,-64.722,-64.752,-68.006,0
indoor,113.294,1,1,915.0,-101.045,-103.595,-105.802,0
rural,113.998,0,1,915.0,-80.798,-79.595,-79.155,2
indoor,3.195,0,0,915.0,-46.147,-48.021,-48.703,0
rural,193.298,0,1,915.0,-82.264,-83.27,-80.313,2
indoor,31.134,1,0,915.0,-78.476,-82.576,-79.355,0
indoor,67.157,1,0,915.0,-90.498,-90.742,-95.217,0
urban,118.438,0,1,915.0,-97.028,-94.295,-94.935,1
urban,91.804,0,0,915.0,-80.402,-85.696,-88.95,0
indoor,24.041,0,0,2400.0,-71.768,-69.795,-70.09,1
urban,123.327,0,0,915.0,-91.735,-89.63,-83.937,2
urban,161.012,0,0,915.0,-94.985,-94.172,-89.082,2
indoor,5.744,0,1,915.0,-60.335,-63.709,-62.102,0
indoor,135.101,1,0,2400.0,-98.891,-95.716,-98.935,1
indoor,148.786,2,0,915.0,-102.881,-106.858,-105.369,0
urban,50.375,0,0,2400.0,-78.383,-75.992,-72.96,2
urban,22.079,0,0,915.0,-68.029,-68.868,-68.153,0
urban,43.168,0,0,915.0,-81.095,-78.289,-74.867,2
urban,35.678,0,0,915.0,-69.66,-71.383,-73.686,0
indoor,147.676,0,0,2400.0,-94.479,-94.642,-101.417,0
urban,77.743,0,0,915.0,-80.045,-82.948,-86.286,0
indoor,194.694,1,1,915.0,-109.906,-108.559,-109.643,1
rural,100.208,0,0,2400.0,-69.009,-69.185,-75.763,0
urban,21.887,0,0,915.0,-67.815,-69.002,-71.337,0
indoor,177.086,0,0,2400.0,-96.531,-94.708,-99.383,1
indoor,114.238,0,0,2400.0,-86.557,-89.958,-93.454,0
urban,16.276,0,0,2400.0,-56.859,-63.545,-58.911,0
urban,146.039,0,0,2400.0,-86.229,-86.086,-86.189,1
urban,151.443,0,1,915.0,-99.936,-96.042,-98.621,1
indoor,79.455,2,0,915.0,-94.227,-96.527,-99.56,0
urban,124.291,0,0,2400.0,-86.065,-84.947,-87.828,1
urban,166.009,0,0,2400.0,-86.424,-89.266,-91.753,0
indoor,156.614,0,0,2400.0,-98.323,-92.917,-96.867,1
urban,40.995,0,1,915.0,-84.283,-80.207,-84.679,1
urban,167.286,0,0,915.0,-94.239,-92.998,-90.694,2
urban,22.082,0,0,2400.0,-64.343,-66.724,-64.637,0
rural,114.875,0,0,2400.0,-68.852,-72.434,-70.448,0
rural,22.63,0,1,915.0,-66.78,-62.356,-65.393,1
rural,60.098,0,0,915.0,-69.152,-67.848,-65.599,2
indoor,193.587,1,0,915.0,-101.308,-109.22,-106.98,0
indoor,159.009,1,0,2400.0,-98.275,-100.7,-100.877,0
rural,66.886,0,0,915.0,-68.434,-68.438,-70.147,0
urban,197.038,0,1,2400.0,-96.429,-100.083,-99.776,0
urban,128.227,0,0,2400.0,-90.201,-84.843,-86.7,1
urban,9.377,0,0,2400.0,-55.586,-49.199,-53.809,1
rural,69.331,0,0,2400.0,-65.152,-68.378,-69.398,0
indoor,131.337,0,1,2400.0,-98.636,-97.135,-99.628,1
urban,123.251,0,0,2400.0,-86.278,-83.052,-82.25,2
indoor,141.931,2,1,2400.0,-108.711,-102.299,-106.691,1
indoor,178.679,1,1,915.0,-108.647,-110.679,-113.975,0
indoor,52.862,1,0,2400.0,-87.736,-86.027,-86.974,1
indoor,159.126,2,0,2400.0,-103.191,-105.685,-103.87,0
indoor,37.909,2,0,2400.0,-88.183,-82.782,-87.095,1
urban,156.63,0,0,2400.0,-92.209,-88.558,-86.765,2
rural,185.159,0,0,2400.0,-73.269,-77.391,-77.22,0
urban,66.85,0,0,2400.0,-82.1,-78.113,-80.394,1
urban,65.769,0,0,915.0,-81.655,-83.967,-81.752,0
indoor,1.793,1,0,2400.0,-38.125,-39.754,-39.022,0
indoor,13.182,1,0,915.0,-68.633,-75.106,-69.071,0
indoor,93.463,1,0,2400.0,-93.989,-92.999,-92.327,2
indoor,128.638,0,0,2400.0,-98.163,-92.683,-99.253,1
urban,149.786,0,0,915.0,-96.161,-90.274,-92.496,1
rural,123.533,0,0,2400.0,-71.195,-72.166,-68.779,2
rural,102.606,0,0,915.0,-73.697,-75.094,-73.989,0
urban,142.902,0,0,2400.0,-87.993,-90.766,-85.577,2
indoor,115.754,2,0,2400.0,-103.754,-97.769,-101.36,1
indoor,84.646,1,0,915.0,-93.194,-93.163,-91.262,2
urban,76.08,0,0,2400.0,-78.307,-79.579,-80.213,0
urban,175.368,0,0,915.0,-95.819,-90.359,-94.161,1
urban,80.582,0,1,2400.0,-87.04,-89.323,-84.291,2
urban,47.99,0,0,2400.0,-75.28,-72.932,-77.335,1
indoor,127.866,0,0,915.0,-96.749,-95.734,-93.862,2
indoor,154.535,0,0,915.0,-100.174,-99.679,-98.123,2
indoor,122.206,1,0,2400.0,-94.595,-96.504,-96.218,0
urban,167.821,0,0,2400.0,-90.714,-94.435,-89.253,2
indoor,169.385,0,0,915.0,-99.408,-100.011,-101.165,0
indoor,9.435,2,0,915.0,-69.307,-69.924,-68.875,2
indoor,120.03,3,0,2400.0,-102.239,-98.881,-105.019,1
urban,54.501,0,0,915.0,-78.481,-80.407,-78.896,0
indoor,102.104,3,0,915.0,-101.076,-103.759,-103.676,0
indoor,85.626,3,0,915.0,-101.862,-102.917,-96.706,2
urban,39.845,0,0,2400.0,-72.936,-70.267,-78.635,1
rural,139.477,0,0,915.0,-75.277,-76.095,-74.411,2
urban,34.971,0,0,915.0,-69.865,-73.323,-75.641,0
indoor,138.294,2,1,915.0,-111.617,-112.982,-109.564,2
indoor,135.243,0,1,915.0,-104.368,-100.559,-105.743,1
rural,151.339,0,0,915.0,-78.896,-71.667,-75.496,1
urban,80.191,0,0,915.0,-80.328,-85.693,-81.635,0
urban,95.994,0,0,2400.0,-83.788,-80.481,-81.634,1
urban,178.701,0,0,915.0,-98.202,-94.459,-96.826,1
urban,161.794,0,0,915.0,-94.127,-89.26,-94.393,1
urban,180.23,0,0,2400.0,-90.791,-94.448,-91.987,0
urban,32.237,0,1,2400.0,-73.673,-75.991,-79.527,0
rural,191.701,0,0,915.0,-81.654,-80.472,-78.653,2
indoor,5.804,1,0,2400.0,-56.161,-53.629,-61.195,1
rural,120.323,0,0,915.0,-72.569,-77.04,-72.836,0
indoor,199.679,1,0,2400.0,-101.839,-99.722,-98.874,2
indoor,49.659,0,0,915.0,-79.373,-86.562,-80.882,0
urban,49.156,0,0,915.0,-73.238,-74.031,-79.752,0
rural,127.129,0,1,915.0,-79.523,-85.302,-78.125,2
urban,76.174,0,0,915.0,-80.869,-80.721,-85.64,1
indoor,142.595,1,0,915.0,-96.496,-105.888,-102.068,0
indoor,138.409,0,0,2400.0,-96.981,-90.908,-97.692,1
indoor,169.212,1,0,2400.0,-102.982,-102.136,-100.597,2
rural,187.463,0,0,2400.0,-74.709,-74.109,-72.758,2
rural,166.503,0,0,915.0,-78.384,-77.544,-78.253,1
indoor,31.454,0,0,915.0,-77.092,-81.556,-83.582,0
rural,151.537,0,0,2400.0,-76.168,-71.155,-68.26,2
urban,92.837,0,0,2400.0,-83.23,-77.799,-84.761,1
urban,100.475,0,0,2400.0,-83.898,-79.926,-83.83,1
indoor,17.783,1,0,915.0,-71.795,-74.76,-72.945,0
indoor,76.765,1,1,2400.0,-91.61,-94.108,-95.699,0
rural,172.74,0,0,2400.0,-75.33,-72.472,-73.313,1
urban,193.811,0,0,2400.0,-96.814,-89.466,-94.0,1
rural,5.644,0,0,915.0,-48.147,-48.966,-46.146,2
urban,109.809,0,0,915.0,-90.778,-91.732,-87.409,2
indoor,173.145,4,0,2400.0,-115.945,-111.171,-110.892,2
urban,36.198,0,0,915.0,-76.229,-74.672,-72.663,2
rural,130.016,0,0,2400.0,-73.077,-69.688,-73.579,1
indoor,81.392,5,0,2400.0,-101.427,-106.962,-103.377,0
urban,151.189,0,0,2400.0,-89.182,-83.572,-89.617,1
urban,111.865,0,0,915.0,-89.227,-89.151,-84.567,2
indoor,97.972,2,1,915.0,-106.317,-107.437,-104.675,2
urban,167.314,0,0,915.0,-92.446,-93.364,-92.283,2
urban,38.85,0,0,2400.0,-71.177,-69.647,-72.611,1
rural,174.966,0,0,915.0,-76.004,-77.769,-79.002,0
indoor,45.386,2,0,2400.0,-87.781,-85.427,-87.566,1
urban,147.249,0,0,915.0,-88.292,-87.633,-90.284,1
urban,194.639,0,0,915.0,-92.47,-93.621,-103.718,0
rural,44.475,0,0,2400.0,-61.692,-64.876,-58.784,2
urban,127.372,0,0,915.0,-92.144,-88.621,-86.704,2
indoor,66.439,2,0,915.0,-89.586,-94.584,-93.893,0
rural,1.49,0,0,915.0,-37.906,-36.77,-35.812,2
urban,41.299,0,0,915.0,-73.003,-74.861,-72.839,2
urban,108.134,0,1,2400.0,-92.277,-90.577,-94.378,1
urban,143.67,0,0,2400.0,-88.369,-83.669,-86.518,1
indoor,149.203,2,0,915.0,-108.089,-108.533,-109.364,0
rural,83.697,0,0,915.0,-72.801,-70.955,-69.768,2
indoor,19.851,3,0,2400.0,-80.887,-80.594,-80.878,1
rural,85.202,0,0,2400.0,-67.848,-69.575,-70.203,0
rural,17.693,0,0,915.0,-60.235,-53.408,-54.692,1
urban,138.22,0,1,915.0,-93.875,-96.671,-101.398,0
indoor,193.268,0,0,915.0,-95.773,-105.326,-103.199,0
indoor,25.529,2,0,915.0,-80.306,-80.732,-81.801,0
indoor,78.29,0,1,2400.0,-89.436,-87.24,-93.362,1
urban,115.047,0,0,915.0,-87.747,-89.201,-86.495,2
indoor,91.481,0,0,2400.0,-85.739,-86.761,-90.113,0
urban,175.174,0,1,2400.0,-95.62,-96.101,-94.582,2
rural,25.377,0,0,2400.0,-61.207,-57.826,-55.157,2
rural,98.715,0,0,2400.0,-74.574,-73.711,-67.546,2
urban,107.441,0,0,915.0,-91.7,-86.112,-89.94,1
urban,89.608,0,1,2400.0,-93.487,-87.095,-89.016,1
indoor,143.116,0,0,2400.0,-93.726,-90.575,-93.909,1
rural,63.203,0,0,2400.0,-63.074,-68.46,-64.957,0
indoor,154.431,0,0,915.0,-104.354,-93.988,-98.807,1
indoor,184.585,1,1,2400.0,-112.048,-111.48,-105.933,2
indoor,138.23,2,0,915.0,-105.231,-101.68,-100.398,2
urban,43.551,0,0,915.0,-75.949,-80.725,-81.366,0
urban,137.347,0,0,915.0,-93.751,-89.316,-92.948,1
indoor,114.738,1,0,915.0,-99.491,-95.026,-97.609,1
urban,131.765,0,0,915.0,-89.485,-91.165,-90.629,0
indoor,60.892,2,0,915.0,-94.09,-95.353,-92.719,2
rural,10.458,0,0,915.0,-53.462,-54.085,-47.092,2
indoor,100.669,1,0,2400.0,-90.955,-92.619,-100.846,0
rural,178.523,0,0,915.0,-78.011,-82.636,-83.39,0
urban,182.123,0,0,2400.0,-95.637,-90.936,-86.635,2
urban,154.824,0,0,2400.0,-88.872,-88.963,-87.309,2
rural,129.521,0,0,2400.0,-70.254,-73.288,-68.169,2
urban,63.529,0,0,2400.0,-80.902,-76.708,-80.806,1
urban,189.139,0,1,915.0,-99.564,-102.973,-103.43,0
urban,57.247,0,1,915.0,-82.434,-83.679,-87.877,0
rural,155.944,0,0,915.0,-74.74,-76.814,-73.407,2
urban,101.001,0,0,2400.0,-82.431,-82.198,-86.564,1
indoor,85.209,3,0,915.0,-101.652,-101.236,-104.796,1
rural,156.749,0,0,915.0,-77.829,-77.763,-75.456,2
indoor,196.944,2,0,915.0,-102.854,-110.419,-106.619,0
indoor,56.11,1,0,915.0,-89.638,-91.127,-88.136,2
urban,57.927,0,0,915.0,-81.784,-76.018,-80.966,1
rural,28.164,0,0,915.0,-64.461,-60.508,-59.136,2
urban,144.577,0,1,915.0,-100.418,-96.342,-101.077,1
indoor,106.758,2,0,2400.0,-97.96,-97.172,-96.12,2
indoor,72.528,1,0,915.0,-92.712,-96.104,-98.809,0
rural,38.084,0,0,2400.0,-61.218,-65.393,-62.602,0
indoor,10.102,2,0,2400.0,-66.902,-70.106,-68.278,0
urban,144.323,0,0,2400.0,-85.08,-87.255,-90.795,0
indoor,167.474,3,0,2400.0,-110.949,-109.678,-104.285,2
indoor,70.597,0,0,2400.0,-87.882,-84.589,-86.954,1
indoor,97.055,0,0,2400.0,-82.19,-90.544,-88.843,0
urban,92.679,0,1,915.0,-90.059,-93.319,-93.89,0
indoor,127.656,4,1,2400.0,-114.02,-112.462,-111.393,2
rural,17.91,0,0,915.0,-59.043,-57.872,-54.701,2
indoor,166.733,1,1,915.0,-110.555,-109.898,-108.078,2
indoor,67.329,1,0,2400.0,-85.748,-82.896,-86.559,1
indoor,132.159,0,0,2400.0,-93.648,-92.27,-94.798,1
indoor,144.852,1,0,2400.0,-96.473,-92.855,-97.777,1
urban,149.271,0,0,2400.0,-91.331,-89.847,-88.486,2
urban,101.493,0,0,915.0,-89.443,-90.111,-87.583,2
urban,109.421,0,1,2400.0,-89.368,-93.02,-93.874,0
rural,39.046,0,0,2400.0,-58.461,-62.181,-63.866,0
rural,55.866,0,1,2400.0,-69.515,-71.054,-70.095,0
indoor,41.707,1,0,915.0,-87.109,-82.276,-85.134,1
urban,91.748,0,0,2400.0,-81.083,-81.836,-83.597,0
urban,124.831,0,0,2400.0,-88.257,-88.133,-86.377,2
rural,177.858,0,0,915.0,-78.718,-78.206,-73.548,2
urban,130.301,0,0,2400.0,-89.153,-83.664,-92.792,1
indoor,135.697,0,0,2400.0,-89.749,-94.276,-94.641,0
urban,2.315,0,1,2400.0,-45.84,-40.618,-46.583,1
indoor,90.83,3,0,915.0,-101.934,-103.395,-98.653,2
urban,169.794,0,0,2400.0,-86.444,-90.03,-89.844,0
urban,174.748,0,0,915.0,-94.3,-90.359,-90.438,1
urban,10.808,0,0,2400.0,-55.637,-59.535,-56.367,0
indoor,34.366,0,0,2400.0,-74.587,-81.268,-73.104,2
urban,55.96,0,1,915.0,-90.06,-79.399,-88.346,1
indoor,95.475,0,0,915.0,-91.059,-93.685,-93.074,0
urban,1.605,0,0,915.0,-38.655,-38.031,-38.919,1
rural,115.71,0,0,915.0,-74.922,-68.841,-74.998,1
urban,3.085,0,0,2400.0,-44.157,-39.624,-42.575,1
urban,112.819,0,0,915.0,-85.286,-82.102,-85.47,1
indoor,169.349,2,0,2400.0,-101.769,-105.566,-103.582,0
urban,19.048,0,0,2400.0,-63.841,-63.476,-60.181,2
urban,128.86,0,0,915.0,-89.726,-83.966,-89.961,1
indoor,45.301,1,0,2400.0,-86.983,-84.091,-84.359,1
indoor,21.901,2,0,915.0,-78.457,-78.887,-83.505,0
